Gene_name	Light_01	Heavy_01	Light_02	Heavy_02	Light_03	Heavy_03	Light_04	Heavy_04	Light_05	Heavy_05	Light_06	Light_07	Heavy_06	Mixed
W07E11.1	0	0	8	8	9	2	0	0	0	1	0	0	0	0
mtr-4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ola-1	4	2	13	11	10	8	6	7	8	10	2	6	2	0
pptr-1	0	0	3	2	2	2	0	0	0	3	0	0	0	0
cox-4	0	0	0	3	0	4	0	0	0	1	0	0	0	1
zmp-4	0	0	1	0	1	0	0	0	0	0	0	0	0	0
W09G3.8	0	0	0	1	0	0	0	0	0	0	0	0	0	0
nduf-7	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ttr-16	2	1	1	0	0	1	1	0	1	0	1	1	0	0
ttr-17	1	0	0	0	0	0	0	0	0	0	0	0	0	0
agef-1	6	0	6	1	5	0	0	0	0	0	0	0	0	0
Y6B3B.4	0	0	2	0	0	1	0	0	0	0	0	0	0	0
Y7A5A.1	0	0	1	18	0	15	0	0	0	1	0	0	0	0
Y9C2UA.1	1	1	2	2	1	0	1	2	0	0	0	2	0	0
Y12A6A.1	12	4	9	4	8	1	7	0	3	0	0	7	0	4
Y16B4A.2	79	214	68	153	73	158	50	142	45	169	29	68	82	196
arrd-7	1	7	0	0	1	2	0	1	0	5	0	0	0	0
clec-104	0	0	2	0	3	0	1	0	0	0	0	0	0	0
Y18D10A.11	0	0	0	1	0	1	0	0	0	1	0	0	0	0
car-1	0	0	10	12	10	12	2	3	0	2	0	2	0	0
Y18D10A.23	2	2	1	2	2	1	0	1	0	1	0	0	0	0
hpo-2	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Y32F6A.4	1	3	0	0	0	0	0	1	0	1	0	0	0	0
Y32F6A.5	3	7	19	10	14	10	8	7	9	6	8	10	3	10
crp-1	1	0	0	1	1	0	0	1	0	1	0	0	0	0
Y37A1B.5	0	0	12	0	13	0	3	0	5	0	2	2	0	0
Y37D8A.2	1	0	9	4	9	3	2	0	2	0	0	3	0	9
Y37D8A.6	3	2	3	3	4	1	0	1	0	1	0	2	1	5
spcs-2	1	1	0	6	1	5	0	3	0	4	0	0	0	6
cox-5A	0	0	0	1	0	1	0	0	0	1	0	0	0	0
npp-25	0	0	0	3	0	4	0	2	0	1	0	0	0	0
Y37D8A.19	0	4	5	5	4	5	3	7	2	4	1	3	1	18
epg-3	0	0	0	3	0	3	0	0	0	3	0	0	0	0
Y37H9A.3	1	0	0	1	1	0	0	0	0	0	0	0	0	0
lips-15	0	0	5	0	3	0	0	0	6	0	2	1	0	0
Y38E10A.17	0	0	0	3	1	0	0	0	0	0	0	0	0	1
Y38E10A.22	0	0	1	1	0	0	0	0	0	0	0	0	0	0
hphd-1	1	0	18	1	16	0	0	0	1	0	0	0	0	0
Y38H6C.15	1	0	1	0	2	0	1	0	0	0	0	1	0	0
Y38H8A.3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
lron-10	1	0	4	1	3	1	0	0	1	2	0	0	0	0
hex-3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
pph-5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Y39B6A.10	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asp-16	0	0	0	0	1	0	0	0	0	0	0	1	0	0
asp-17	4	1	8	1	12	0	4	0	6	0	2	4	0	1
Y39B6A.30	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Y39E4A.1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
abce-1	0	0	6	1	4	0	1	0	2	1	0	2	0	0
Y39G8B.1	2	0	10	0	7	0	0	0	5	0	2	3	0	0
eif-3.J	0	0	2	0	2	0	0	0	0	0	0	0	0	0
Y40H7A.10	7	2	4	4	3	2	2	1	3	2	1	3	1	0
sup-1	2	3	2	3	2	3	3	2	2	2	1	2	1	7
Y41E3.1	0	3	0	2	1	0	0	2	0	0	0	0	0	0
eef-1B.2	0	0	3	2	2	1	0	1	0	1	0	0	0	0
hrpu-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Y43C5A.2	0	0	4	1	6	0	3	0	2	0	2	2	0	0
Y43F4B.5	0	1	29	3	22	0	13	0	9	0	4	8	0	0
Y43F4B.7	1	0	2	1	0	0	0	0	0	1	0	0	0	0
Y43F8A.2	20	21	10	19	13	10	3	6	1	7	1	6	1	29
Y43F8C.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Y43F8C.5	2	1	2	0	1	0	0	0	0	0	0	0	0	5
Y43F8C.7	0	0	0	1	0	1	0	0	0	0	0	0	0	2
Y43F8C.13	0	0	7	1	7	0	1	0	3	0	0	2	0	0
acdh-11	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Y45F10C.4	0	0	1	0	1	0	0	0	0	1	0	0	0	0
snrp-200	0	0	0	0	0	0	0	1	0	1	0	0	0	0
pisy-1	0	0	0	3	0	1	0	0	0	1	0	0	0	0
cnp-2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
vps-2	5	6	3	2	4	3	1	3	2	3	1	4	2	4
Y46G5A.14	2	1	2	1	2	0	0	0	0	0	0	1	0	3
cpt-1	0	0	0	14	1	12	0	8	0	6	0	0	0	0
Y46G5A.34	0	0	1	0	2	0	0	0	0	0	0	0	0	2
rsks-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Y47D3A.21	1	1	1	1	1	0	0	0	0	0	0	0	0	0
gly-9	0	0	2	0	3	0	0	0	0	0	0	0	0	0
Y47H9C.1	49	40	11	22	12	31	9	28	10	42	7	12	18	50
Y48A6B.3	0	0	0	4	2	3	0	0	0	0	0	0	0	0
Y48B6A.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
men-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ddl-2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Y48G10A.1	0	0	7	0	8	0	0	0	4	0	0	1	0	0
Y48G10A.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cept-2	0	0	0	1	0	2	0	0	0	0	0	0	0	0
vha-13	34	129	58	71	63	87	28	56	29	70	19	32	35	77
tat-1	1	2	3	4	1	3	0	1	0	6	0	0	0	0
Y49E10.16	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Y49E10.18	0	0	5	0	4	2	1	0	1	0	0	2	0	0
scav-3	2	2	6	2	5	2	3	2	1	3	0	2	0	7
hmit-1.1	0	5	0	2	0	5	0	5	0	8	0	0	0	0
Y51A2D.8	3	1	11	8	11	10	10	7	6	9	3	7	1	1
ttr-24	1	2	4	5	6	2	2	0	1	1	0	1	0	0
ttr-25	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ttr-26	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Y51H1A.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Y51H4A.7	0	0	4	3	5	3	0	0	1	0	1	0	0	0
Y51H4A.8	134	52	25	19	40	14	16	13	27	16	12	27	7	32
clec-92	103	28	27	8	26	6	30	5	32	4	15	28	4	3
Y53C12A.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mop-25.2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Y53C12B.1	0	0	0	6	0	1	0	0	0	0	0	0	0	0
Y53F4A.2	2	1	1	1	1	1	1	0	1	0	0	1	0	4
Y53F4B.18	0	0	0	7	0	7	0	0	0	0	0	0	0	0
arp-1	5	0	17	3	17	8	10	0	10	1	7	9	0	1
cutl-10	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Y53H1B.2	1	0	4	3	3	1	2	0	1	1	0	3	0	1
zipt-2.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bub-3	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Y54G11A.7	0	0	1	0	1	0	0	0	0	0	0	0	0	0
efa-6	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Y56A3A.6	0	5	0	1	0	0	0	2	0	2	0	0	0	0
Y56A3A.7	0	0	0	3	0	2	0	0	0	0	0	0	0	1
faah-4	1	1	1	5	3	3	0	2	0	3	0	0	0	2
trap-4	1	3	8	25	7	21	0	13	0	17	0	3	8	23
txdc-12.1	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Y57A10A.26	6	2	6	1	6	2	1	0	0	0	0	0	0	1
daf-22	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Y57G11A.2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
pals-30	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Y57G11B.5	1	1	10	4	17	1	6	6	7	3	4	5	0	0
Y57G11C.3	0	0	1	1	1	1	0	0	0	0	0	0	0	0
vti-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
sec-61	0	1	2	22	3	21	0	4	0	5	0	0	2	1
Y57G11C.33	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tcc-1	0	0	1	13	1	21	0	1	0	3	0	0	0	3
prp-6	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Y59A8B.8	1	0	0	0	1	0	0	0	0	1	0	0	0	0
nova-1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
abhd-3.1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Y60A3A.9	0	5	1	3	3	3	3	5	1	5	0	1	3	13
emc-3	0	0	0	6	0	5	0	1	0	1	0	0	0	0
Y62H9A.3	1	1	7	2	5	3	3	8	3	4	0	4	3	0
Y62H9A.4	0	0	4	1	4	2	0	5	1	2	0	0	1	0
Y62H9A.5	5	5	16	20	17	20	10	36	6	22	8	12	14	6
ule-5	5	10	33	33	29	35	18	57	17	41	16	22	28	2
Y63D3A.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
kdp-1	0	0	0	3	0	5	0	1	0	0	0	0	0	1
Y68A4B.3	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Y69E1A.1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Y69E1A.2	0	0	7	0	5	0	0	0	0	0	0	0	0	0
Y69E1A.5	0	0	3	0	2	0	1	0	1	0	0	1	0	0
egas-3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Y69H2.3	2	2	4	1	6	1	1	0	0	2	0	0	0	0
Y69H2.10	15	4	3	0	3	0	3	0	1	0	0	1	0	0
egas-1	0	0	0	3	0	1	0	0	0	0	0	0	0	0
col-42	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Y70G10A.2	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Y71A12B.12	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Y75B8A.13	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Y75B8A.33	0	0	0	4	0	1	0	0	0	0	0	0	0	0
acs-5	0	0	1	11	0	15	0	0	0	0	0	0	0	0
Y79H2A.2	2	3	9	0	5	0	4	3	5	1	4	4	0	3
gpi-1	4	0	38	17	27	12	18	1	17	3	15	23	0	1
vps-28	3	1	1	0	0	0	0	0	0	1	0	0	0	0
cand-1	5	0	13	21	11	21	3	6	3	12	0	4	2	0
Y105C5A.8	0	0	2	0	4	0	0	0	0	0	0	0	0	0
Y105C5B.5	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Y105C5B.14	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Y105C5B.15	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Y105C5B.17	2	0	2	0	2	0	0	0	0	0	0	0	0	0
Y105C5B.18	1	0	1	0	1	0	0	0	0	0	0	0	0	1
Y105E8A.2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Y105E8A.3	0	0	1	3	0	0	0	0	0	0	0	0	0	0
yars-1	1	0	8	3	5	1	1	1	2	0	0	1	0	0
hprt-1	1	1	4	2	5	2	1	1	2	0	1	2	0	0
Y105E8B.7	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Y105E8B.9	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Y106G6D.8	1	0	1	0	1	0	0	0	0	0	0	0	0	0
csnk-1	11	13	10	9	12	8	1	7	0	11	0	5	1	0
Y106G6G.4	6	0	2	0	1	0	1	0	0	0	0	0	0	0
Y106G6H.1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Y106G6H.8	0	0	0	1	0	1	0	2	0	1	0	0	0	0
Y106G6H.14	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tpst-1	0	0	5	0	4	0	0	0	0	1	0	0	0	0
Y113G7A.16	0	0	0	0	0	0	0	0	0	0	1	0	0	0
cdkr-3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
prmt-1	1	0	9	1	3	0	1	1	1	2	1	1	0	0
Y113G7C.1	1	2	0	9	2	3	0	0	0	2	0	0	0	4
ZC247.1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
cbs-1	0	0	3	0	1	0	0	0	0	0	0	0	0	0
ZC373.2	5	10	12	10	12	10	10	13	9	11	2	9	5	32
ZC376.8	3	0	2	0	2	0	0	0	0	0	0	1	0	0
msa-1	2	0	8	2	5	1	1	1	2	1	0	5	0	0
ZC412.3	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ZC434.8	5	1	10	6	11	5	5	4	4	10	0	5	0	0
ZC443.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ugt-16	0	0	0	4	0	2	0	0	0	0	0	0	0	0
ugt-5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rad-23	0	0	1	0	1	0	0	0	0	1	0	0	0	0
nep-1	0	0	2	0	3	0	1	0	0	0	0	0	0	0
clec-94	22	8	7	7	9	12	5	8	6	4	2	5	4	7
clec-96	5	0	0	3	0	4	0	1	0	0	0	0	0	0
clec-99	7	3	8	5	6	5	5	6	4	7	5	5	5	0
tep-1	0	0	17	5	23	1	5	0	3	0	0	4	0	0
sec-16	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pyk-2	0	0	1	2	3	0	0	0	0	0	0	0	0	0
ZK632.4	0	0	3	0	2	0	0	0	1	0	0	0	0	0
ZK632.10	1	1	1	2	1	3	0	0	0	0	0	0	0	2
ZK632.12	1	1	0	0	0	0	0	0	0	0	0	0	0	0
lnkn-1	4	3	3	5	7	3	0	2	0	1	0	2	0	2
asna-1	0	0	3	0	4	0	2	0	3	0	1	2	0	0
glb-1	0	0	3	0	2	0	0	0	0	0	0	0	0	0
clec-60	0	0	4	7	4	10	6	10	5	8	5	5	8	0
clec-61	0	3	2	1	2	0	1	0	1	1	1	3	0	0
dbt-1	0	0	0	2	0	3	0	0	0	0	0	0	0	0
ZK669.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ZK675.4	6	6	3	3	4	4	1	5	3	2	1	4	3	6
dhhc-4	1	4	1	0	0	0	0	1	0	1	0	0	0	0
ZK795.2	3	0	4	2	5	1	1	0	0	0	0	0	0	0
ZK822.2	0	0	1	0	2	1	0	0	0	1	0	0	0	0
ZK822.4	2	0	3	6	5	9	3	6	3	6	3	5	3	0
gdh-1	1	0	55	63	46	60	40	16	30	35	14	33	16	0
ZK829.7	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ZK849.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZK856.5	2	9	1	7	3	7	1	4	0	7	0	0	1	4
clec-91	3	1	2	0	0	0	0	0	0	0	0	0	0	0
ZK858.6	0	4	6	3	4	2	0	1	0	2	0	2	1	0
ZK863.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZK896.1	8	13	4	9	4	11	3	8	1	10	2	4	3	14
ZK896.4	8	6	1	8	1	6	0	7	0	8	0	1	1	13
ZK896.5	2	5	3	8	3	9	0	5	0	7	0	3	3	8
clec-186	0	0	1	0	1	0	0	0	2	0	0	0	0	0
ZK899.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZK909.3	0	0	0	1	0	1	0	0	0	1	0	0	0	0
ZK1037.6	1	2	5	3	3	5	3	3	4	2	1	4	0	4
ZK1053.2	1	2	1	0	0	0	0	0	0	0	0	0	0	0
ccdc-47	0	0	0	10	1	13	0	4	0	6	0	0	1	0
nit-1	0	0	10	2	6	1	1	0	2	0	0	1	0	0
ZK1073.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
obr-3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
eif-2Balpha	0	0	0	0	1	0	0	0	0	0	1	0	0	0
trpp-3	1	1	0	0	1	0	0	0	0	0	0	0	0	0
vps-29	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZK1307.1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ZK1307.8	0	0	1	3	0	2	0	0	0	0	0	0	0	1
ZK1320.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZK1320.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C05D12.3	16	35	10	37	11	32	2	22	2	30	0	10	17	34
zipt-2.1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ptps-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
B0207.5	0	0	0	1	0	0	0	4	0	1	0	0	0	0
cyp-34A9	0	0	0	0	0	1	0	0	0	0	0	0	0	0
faah-1	0	0	0	2	0	2	0	0	0	0	0	1	0	0
faah-2	0	0	0	7	0	6	0	0	0	0	0	0	0	0
clec-52	0	1	6	1	6	0	1	0	3	1	3	2	0	0
pitr-3	0	3	2	2	2	2	0	1	0	1	0	0	0	0
B0228.7	0	0	5	0	4	0	0	0	2	0	1	0	0	0
egg-1	2	5	8	6	10	5	6	6	3	6	1	6	1	5
ggtb-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
rpia-1	0	0	1	0	1	0	1	0	1	0	0	1	0	0
cpg-2	0	8	3	7	4	5	2	3	2	2	1	2	1	17
pacs-1	0	0	5	3	6	2	1	0	4	0	0	2	0	1
B0302.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
B0303.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ugt-46	0	0	0	9	0	10	0	0	0	0	0	0	0	0
abi-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
B0348.2	0	3	0	1	0	2	0	3	0	3	0	0	0	2
B0353.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
algn-11	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ykt-6	5	0	1	0	2	2	1	1	0	2	0	0	0	0
pdi-6	0	0	4	11	3	12	0	4	0	4	0	0	0	13
B0416.5	6	3	2	4	0	2	0	1	0	1	0	1	0	0
djr-1.1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
B0495.7	0	2	1	9	0	7	0	5	0	6	0	0	0	0
valv-1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
B0507.2	5	23	11	10	13	12	0	11	0	15	0	5	2	6
ddn-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dod-20	2	2	0	2	0	4	0	1	0	4	0	0	1	1
C01B10.3	0	0	2	0	1	0	0	0	0	0	0	0	0	0
C01B10.6	1	0	6	1	6	1	3	2	3	0	2	5	0	0
C01F1.3	0	0	10	1	6	0	0	0	0	0	0	0	0	0
rga-6	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ivd-1	0	0	2	2	5	2	0	0	0	0	0	0	0	0
C02B10.3	2	1	0	0	0	0	0	0	0	0	0	0	0	0
nra-4	0	0	1	28	0	26	0	12	0	18	0	0	0	0
C02F5.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scav-1	2	10	0	6	0	8	0	3	0	6	0	0	1	1
sdha-1	0	0	1	9	1	10	0	0	0	1	0	0	0	0
cyp-35A2	0	0	0	3	0	5	0	0	0	0	0	0	0	0
clec-10	1	2	6	8	11	6	5	2	2	4	2	5	2	0
nstp-4	0	0	2	2	1	0	0	1	0	1	0	0	0	0
pdhb-1	1	0	8	0	8	1	0	0	0	1	0	0	0	0
C05D2.8	0	0	0	8	0	7	0	0	0	0	0	0	0	0
C05D9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C05D11.1	0	0	15	0	12	0	0	0	0	0	0	0	0	0
mvb-12	3	0	0	0	1	0	0	0	0	0	0	0	0	0
C06A6.4	1	0	13	0	8	0	2	0	3	0	1	2	0	0
erp-44.2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mthf-1	0	0	3	0	2	0	0	0	2	0	0	1	0	0
doxa-1	2	9	2	9	5	4	0	6	0	7	0	1	6	0
sams-4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C06G3.5	0	1	6	0	7	0	1	0	1	0	0	4	0	0
C07A12.7	3	1	3	1	4	0	1	1	1	3	0	2	0	0
C07D8.6	2	0	10	1	10	1	4	0	5	0	2	3	0	1
irg-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ugt-64	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C09D4.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mlt-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C09G12.5	3	0	0	0	0	0	0	0	1	1	0	0	0	0
tsg-101	4	2	2	1	5	1	0	0	0	2	0	4	0	2
mct-6	0	1	1	3	2	1	0	0	0	1	0	0	0	0
cpg-4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C10G8.4	3	2	5	1	5	1	2	2	2	3	2	3	1	1
chdp-1	27	13	15	15	19	13	11	2	7	5	2	12	0	18
ugt-26	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C11D2.7	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C12D12.1	18	39	15	21	14	20	12	31	10	37	6	16	16	34
C13A10.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
copd-1	1	0	6	1	4	0	0	2	0	2	1	0	0	0
C14B9.2	0	0	0	1	1	2	0	0	0	0	0	0	0	0
C14B9.10	0	0	0	0	0	1	0	1	0	1	0	0	0	0
C14C6.5	7	1	4	0	4	0	4	0	3	0	2	4	0	0
C14C6.6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hex-2	0	0	5	1	4	2	0	0	0	1	0	0	0	0
C14C11.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
got-2.2	0	0	5	1	4	0	2	0	2	0	1	2	0	0
C15H9.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
kynu-1	0	0	7	0	4	0	1	0	1	0	0	3	0	0
C15H9.9	3	3	5	12	9	7	0	4	0	5	0	2	1	20
oatr-1	4	0	6	1	5	1	2	0	2	0	0	3	0	0
C16C8.7	0	0	1	2	0	4	1	3	0	2	0	0	0	0
C16C8.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C16C8.19	0	0	0	0	1	0	0	1	0	1	0	0	0	0
C16D9.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C17F3.1	1	2	4	3	3	1	2	2	2	2	0	3	0	10
C17F4.7	1	2	5	2	3	3	1	0	2	2	1	1	0	3
eif-3.L	2	0	5	9	3	6	2	1	2	3	0	2	0	0
dyci-1	0	0	2	4	0	1	0	0	0	0	0	0	0	0
C17H12.2	0	0	0	4	0	0	0	0	0	0	0	0	0	0
C17H12.8	2	1	1	1	1	1	1	1	1	1	1	2	0	0
C18B2.4	5	5	5	3	4	3	3	2	3	2	0	3	0	1
C18B2.5	1	45	0	24	0	28	0	27	0	29	0	0	8	9
ugt-48	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C18C4.7	8	2	7	5	5	2	1	0	0	2	0	6	0	1
C18F10.7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C18H7.1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
C18H9.6	1	1	1	0	1	0	2	0	1	0	1	1	0	0
C23G10.2	0	0	5	0	3	0	0	0	1	0	0	0	0	0
C23H3.2	0	0	0	3	2	0	0	0	0	0	0	0	0	0
sptl-1	0	0	1	17	1	17	0	1	0	3	0	0	0	3
C23H5.8	0	0	0	1	0	1	0	0	0	0	0	0	0	0
C24A3.2	0	0	1	1	1	2	0	0	0	0	0	0	0	1
C24B9.3	2	1	4	8	9	9	2	1	3	3	1	2	1	1
C24D10.2	3	0	2	1	4	1	0	0	0	0	0	0	0	0
mms-19	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C25A8.2	3	1	2	2	3	0	0	0	0	0	0	1	0	1
cht-3	2	1	6	10	8	9	0	1	1	3	0	2	0	0
clec-266	5	1	1	2	3	4	0	2	0	1	0	1	0	0
dpyd-1	0	0	26	26	26	23	4	0	8	2	1	9	0	0
C25G6.1	0	2	0	0	0	1	0	1	0	0	0	0	0	2
C25H3.11	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C26B9.5	33	80	14	41	14	52	10	35	8	39	2	13	17	87
ntl-9	0	0	0	0	1	0	0	0	0	1	0	0	0	0
C28C12.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sec-15	1	1	0	2	0	1	0	1	0	3	0	0	0	0
C28H8.3	1	0	2	17	2	16	0	7	0	5	0	0	0	0
erd-2.2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
tdo-2	0	0	6	0	5	0	0	0	0	0	0	0	0	0
gsto-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C29F5.1	0	0	3	0	3	0	0	0	0	0	0	0	0	0
C29G2.3	1	1	0	0	1	0	0	0	0	0	0	1	0	0
C29G2.6	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C29H12.2	1	1	0	1	1	0	1	2	1	1	1	1	0	0
hsp-110	7	4	36	7	40	0	15	4	18	3	5	19	1	0
vha-16	5	12	9	14	12	21	1	7	1	14	1	10	1	60
idhg-2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
erp-44.1	0	2	4	8	9	7	0	0	0	2	0	0	1	1
C31H1.5	0	0	1	0	1	0	0	1	0	0	0	0	0	0
C32D5.8	2	0	4	0	1	0	1	0	1	0	0	0	0	0
tppp-1	4	2	1	0	0	0	0	0	0	0	0	0	0	0
C32E8.4	2	1	3	1	1	1	1	1	1	1	0	1	0	6
obr-4	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C32F10.4	6	5	4	4	4	2	0	4	0	3	0	1	0	2
C32F10.8	0	0	10	2	18	0	4	0	4	0	3	3	0	0
gba-1	5	3	10	2	16	1	5	1	4	1	2	5	0	1
C33C12.4	3	1	1	2	2	1	0	0	1	0	0	2	0	3
rsef-1	12	0	3	0	4	0	0	0	0	0	0	1	0	0
srab-4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sec-10	1	0	1	5	1	2	1	0	0	0	0	0	0	0
cdgs-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sdha-2	0	0	0	3	0	3	0	0	0	0	0	0	0	0
C34B2.9	0	1	0	0	0	0	0	0	0	0	0	0	0	0
spcs-1	0	0	0	3	0	2	0	1	0	1	0	0	0	0
C34B2.11	3	0	1	0	1	0	0	0	0	0	0	0	0	0
C34D4.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hecd-1	0	0	0	5	1	4	0	0	1	0	0	0	0	0
prmt-5	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ampd-1	0	0	17	23	14	17	1	0	0	0	0	1	0	0
hpo-27	0	0	1	2	1	0	0	0	0	0	0	0	0	0
tyr-4	0	0	1	0	1	0	0	0	0	0	0	0	0	0
noah-1	1	0	5	2	5	0	0	0	0	0	0	0	0	0
C34H4.1	23	39	10	26	12	31	12	22	3	25	4	11	15	53
C34H4.2	10	32	6	21	4	22	3	17	4	17	4	7	8	27
C35B1.5	3	3	7	2	6	3	4	2	6	1	3	5	0	3
C35D10.1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
C35D10.10	0	0	0	1	0	1	0	0	0	0	0	0	0	0
clec-5	0	1	2	1	3	1	1	0	1	0	1	2	0	0
C35E7.9	2	0	0	0	0	0	1	0	0	0	0	0	0	0
C36B7.6	0	0	0	1	0	1	0	0	0	0	0	0	0	0
